1597,Conspiracy Theory ,Drama|Mystery|Romance|Thriller,1997,4
1587,Conan the Barbarian ,Action|Adventure,1982,5
1573,Face/Off ,Action|Crime|Drama|Thriller,1997,4
1385,Under Siege ,Action|Drama|Thriller,1992,4
1374,Star Trek II: The Wrath of Khan ,Action|Adventure|Sci-Fi|Thriller,1982,5
1372,Star Trek VI: The Undiscovered Country ,Action|Mystery|Sci-Fi,1991,3
1370,Die Hard 2 ,Action|Adventure|Thriller,1990,4
1608,Air Force One ,Action|Thriller,1997,3
1617,L.A. Confidential ,Crime|Film-Noir|Mystery|Thriller,1997,5
1722,Tomorrow Never Dies ,Action|Romance|Thriller,1997,4
2002,Lethal Weapon 3 ,Action|Comedy|Crime|Drama,1992,3
2000,Lethal Weapon ,Action|Comedy|Crime|Drama,1987,5
5459,Men in Black II ,Action|Comedy|Sci-Fi,2002,3
590,Dances with Wolves ,Adventure|Drama|Western,1990,3
589,Terminator 2: Judgment Day ,Action|Sci-Fi,1991,4
588,Aladdin ,Adventure|Animation|Children|Comedy|Musical,1992,3
1358,Sling Blade ,Drama|Thriller,1996,5
1300,My Life as a Dog (Mitt liv som hund) ,Comedy|Drama,1985,5
1291,Indiana Jones and the Last Crusade ,Action|Adventure,1989,5
592,Batman ,Action|Crime|Sci-Fi|Thriller,1989,3
