1916,Buffalo '66 (a.k.a. Buffalo 66) ,Drama|Romance,1998,5
1917,Armageddon ,Action|Romance|Sci-Fi|Thriller,1998,2
1954,Rocky ,Action|Drama|Romance,1976,5
2105,Tron ,Action|Adventure|Animation|Sci-Fi|Thriller,1982,5
2115,Indiana Jones and the Temple of Doom ,Action|Adventure,1984,5
2193,Willow ,Action|Adventure|Fantasy,1988,5
2278,Ronin ,Action|Crime|Thriller,1998,3
2324,Life Is Beautiful (La Vita Çù bella) ,Comedy|Drama|Romance|War,1997,5
2330,Hands on a Hard Body ,Comedy|Documentary,1996,5
2406,Romancing the Stone ,Action|Adventure|Comedy|Romance,1984,4
2407,Cocoon ,Comedy|Sci-Fi,1985,2
2527,Westworld ,Action|Sci-Fi|Thriller|Western,1973,5
2529,Planet of the Apes ,Action|Drama|Sci-Fi,1968,5
2599,Election ,Comedy,1999,5
2600,eXistenZ ,Action|Sci-Fi|Thriller,1999,5
2641,Superman II ,Action|Adventure|Fantasy|Sci-Fi,1980,3
2683,Austin Powers: The Spy Who Shagged Me ,Action|Adventure|Comedy,1999,3
2693,Trekkies ,Documentary,1997,5
2802,Tequila Sunrise ,Action|Drama|Romance|Thriller,1988,4
2858,American Beauty ,Drama,1999,5
2916,Total Recall ,Action|Adventure|Sci-Fi|Thriller,1990,5
2920,Children of Paradise (Les enfants du paradis) ,Drama|Romance,1945,5
2924,Drunken Master (Jui kuen) ,Action|Comedy,1978,5
2947,Goldfinger ,Action|Adventure|Thriller,1964,5
2959,Fight Club ,Action|Crime|Drama|Thriller,1999,5
2985,RoboCop ,Action|Crime|Sci-Fi,1987,3
2991,Live and Let Die ,Action|Adventure|Thriller,1973,5
3101,Fatal Attraction ,Drama|Thriller,1987,3
3107,Backdraft ,Action|Drama,1991,3
3142,U2: Rattle and Hum ,Documentary|Musical,1988,4
370,Naked Gun 33 1/3: The Final Insult ,Action|Comedy,1994,3
485,Last Action Hero ,Action|Adventure|Comedy|Fantasy,1993,4
527,Schindler's List ,Drama|War,1993,5
1092,Basic Instinct ,Mystery|Thriller,1992,4.5
1252,Chinatown ,Crime|Film-Noir|Mystery|Thriller,1974,4.5
1485,Liar Liar ,Comedy,1997,3
2273,Rush Hour ,Action|Comedy|Crime|Thriller,1998,4
2640,Superman ,Action|Adventure|Sci-Fi,1978,5
3623,Mission: Impossible 2 ,Action|Thriller,2000,4
5816,Harry Potter and the Chamber of Secrets ,Adventure|Children|Fantasy,2002,4
6874,Kill Bill: Vol. 1 ,Action|Crime|Thriller,2003,4.5
7438,Kill Bill: Vol. 2 ,Action|Drama|Thriller,2004,2
8360,Shrek 2 ,Adventure|Animation|Children|Comedy|Musical|Romance,2004,4
40815,Harry Potter and the Goblet of Fire ,Adventure|Fantasy|Thriller,2005,4
48783,Flags of Our Fathers ,Drama|War,2006,4
49278,Deja Vu (DÇ¸jÇÿ Vu) ,Action|Romance|Sci-Fi|Thriller,2006,4.5
10,GoldenEye ,Action|Adventure|Thriller,1995,3
110,Braveheart ,Action|Drama|War,1995,3
150,Apollo 13 ,Adventure|Drama,1995,4
153,Batman Forever ,Action|Adventure|Comedy|Crime,1995,3
161,Crimson Tide ,Drama|Thriller|War,1995,4
177,Lord of Illusions ,Horror,1995,2
196,Species ,Horror|Sci-Fi,1995,3
231,Dumb & Dumber ,Comedy,1994,3
253,Interview with the Vampire: The Vampire Chronicles ,Drama|Horror,1994,2
273,Frankenstein (Mary Shelley's Frankenstein) ,Drama|Horror,1994,3
316,Stargate ,Action|Adventure|Sci-Fi,1994,3
